Index,0 [0x3][0x42],1 [0x7][0x1c],2 [0x3][0x43],3 [0x3][0x44],4 [0x7][0x20],5 [0x5][0x38],6 [0x5][0x3a],7 [0x5][0x3c],8 [0x5][0x3e],9 [0x6][0x2c],10 [0x6][0x30],11 [0x6][0x34],12 [0x7][0x24],13 [0x7][0x28],14 [0x3][0x45],15 [0x3][0x46],16 [0x3][0x47],17 [0x19][0x48],18 [0x1a][0x48],19 [0x1b][0x48],20 [0x5][0x40],21 [0x1c][0x48],22 [0x1d][0x48],23 [0x1e][0x48],24 [0x0][0x0],25 [0x0][0x4],26 [0x0][0x8],27 [0x0][0xc],28 [0x0][0x10],29 [0x0][0x14],30 [0x7][0x18]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
120,1,3824577,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"La partie de chasse","Une harde d'anolis de Rochenue s'est aventurée hors de son territoire pour chasser. Éliminez ces bêtes féroces avant qu'elles ne s'attaquent à des gens sans défense!","","","","",0
121,1,3841494,4,9,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Magie, magie","Une vile sorcière a enchanté les fungi de la forêt et les a changés en monstres anthropophages !","","","","",0
122,1,3841592,30,35,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"スプリガンのお引っ越し","スプリガンたちが<br>生息域拡大をもくろみ大移動を開始した<br>鬼哭隊の衛士と協力し、スプリガンを倒せ","","","","",0
123,1,3852456,8,13,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Défi: histoire d'eau","Une corruption éthérée a engendré un gigantesque élémentaire d'eau. Tuez l'élémentaire stagnant avant qu'il ne blesse des innocents !","","","","",0
124,1,3841343,11,16,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Qui s'y frotte...","Des nuées de frelons agressifs ont niché près de la pierre des Nénuphars et empêchent les gens de vaquer à leurs occupations. Exterminez ces vermines et rétablissez la paix dans les environs !","","","","",0
125,1,3854646,34,39,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Défi: légende urbaine","Jadis considéré comme une créature légendaire, le redoutable Asipatra a été aperçu dans la forêt. Éliminez ce monstre carnivore avant qu'il ne fasse de victimes!","","","","",0
126,1,3872317,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Défi: le chef de la horde","Un nouveau mâle dominant, l'anolis alpha, s'est distingué et enhardit les anolis locaux. Tuez-le avant que la meute ne soit dangereuse.","","","","",0
127,1,3872319,8,13,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"Qui vivra verra","La guilde des chasseurs ayant abattu tous leurs petits au cours d'une battue, des verrats sont devenus fous furieux et se sont mis à attaquer tout ce qui bouge. Il faut éliminer les bêtes avant qu'elles ne se dirigent vers les campements voisins!","","","","",0
128,1,3872330,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"Défi: danger dans les geôles","Un monstre espiègle connu sous le nom d'Alux a été aperçu par un vigile sombre à l'intérieur de la Prison des esprits. Tendez-lui une embuscade avant qu'il n'ait le temps de fuir.","","","","",0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
